Screen_Name,Tweet_Text,Follower_Count 
b'drkatraphael',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',16579
b'ActivistBowen2',"b""again, OVERSEAS americans: DON'T go back until there's a hint of control! (July 13, 2020; 9:28 HKT) #AMERICA #COVID2019 #COVID19 #COVID #USA""",3182
b'BAHODGES4',"b'RT @Kon__K: Back on April 6, the @ASRC1 was urging Morrison Gov to act urgently to avoid the risk of #COVID19 outbreak in immigration deten\xe2\x80\xa6'",48
b'NFPteacher',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',93
b'MedEdBot',b'RT @Cascadia: ? for #meded &amp; doc science friends\n\nI know chicken pox is caused by the varicella-zoster virus and can lay dormat for decades\xe2\x80\xa6',2211
b'Tweetaalar',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",848
b'Eve65392832',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',16
b'mrgnfrbz',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 37\nRichard Rose, Iraq War Vet, is another tragic story of a young person refusing to believe science and wear a m\xe2\x80\xa6'",400
b'SuzanneOlson44',"b'RT @SuzanneOlson44: @DanCChamberlain The ""DEAD""? We are having a hard time with the living? I Social Distanced before #Covid I haven\'t been\xe2\x80\xa6'",4588
b'happyplum41',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",109
b'Rjscousin2015',b'RT @MTVNewBiz: @MichaelLaRosaDC @ProjectLincoln #PardonMeTrump as you #golf 3x more than #Obama while #covid consume our nation. \n\n#PardonM\xe2\x80\xa6',315
b'JoanVinallCox',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",2651
b'Demagogue_Donny',b'Imagine being SO PROUD to be a #white #racist #demagogue #orange #covid hater. You are GOING TO #JAIL and I hope fo\xe2\x80\xa6 https://t.co/dXRb13TBau',11
b'luckeecharms',"b'RT @StarAdvertiser: Hawaii sees 2,296 airline passenger arrivals on Saturday\nhttps://t.co/1cN5yamsET #HInews #hawaii #coronavirus #COVID-19\xe2\x80\xa6'",567
b'Gloria4Educ',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',15104
b'Travel_Ffreak',b'Where will you wish to travel when there would not be any restrictions due to Covid? #Travel #explore #Plane #Covid\xe2\x80\xa6 https://t.co/uZXHaZXClL',11
b'RamiElghandour',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',100
b'realshanewill',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",228
b'ezra_reis',"b""@JackDunc1 You're a dummy if you're doing random hook- ups when there is no pandemic if you live in America and (li\xe2\x80\xa6 https://t.co/Hu7xyDSqWj""",2207
b'LindaDGreen15',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 34\nSimon Zamudio was born in Phoenix, #Arizona. In the Army, he climb the ranks to sergeant &amp; was a new dad. He w\xe2\x80\xa6'",1368
b'TheSheepSayBaa',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",91
b'SteampunkMuppet',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",1902
b'LLaws2',"b'@RBReich Why are #TrumpsLies being used to defame Dr Fauci. WHO IS PAYING FOR THIS DEFAMATION of a 40 years Expert,\xe2\x80\xa6 https://t.co/qWnXrqiPps'",6392
b'katzish',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",12725
b'mrgnfrbz',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 30\nAnother young man dies from #COVID after attending a \xe2\x80\x9cCOVID party"" in San Antonio, #Texas according to health\xe2\x80\xa6'",400
b'iamRichieRoman',b'Day 7 of waiting for my daughters Covid 19 test results. Taken at the Long Beach memorial emergency room last Satur\xe2\x80\xa6 https://t.co/WZtUr1bIfG',377
b'DibyanSingh',b'RT @Paul_Oommen: #Telangana government is providing free Home Isolation Kits for #COVID-19 patients who are in home isolation. These kits c\xe2\x80\xa6',2
b'aspirational12',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",1764
b'LandoCal0',"b'RT @Kon__K: Back on April 6, the @ASRC1 was urging Morrison Gov to act urgently to avoid the risk of #COVID19 outbreak in immigration deten\xe2\x80\xa6'",153
b'OMNAMASIVAYAH',b'RT @Vijayabaskarofl: Can\xe2\x80\x99t thank you enough! Your role in the first step towards saving lives from #Covid  is appreciated. #microbiologist\xe2\x80\xa6',6
b'ActivistBowen2',"b'again, JUST ASTRONOMICAL numbers: hashtags ONE &amp; FIVE (July 13, 2020; 9:28 HKT) #AMERICA #COVID2019 #COVID19 #COVID #USA'",3182
b'EddySr1728',b'Russian bounties.   It\xe2\x80\x99s true.  Trump did nothing.   Sound familiar?!?   #covid #RussianBounty https://t.co/3ipyGMHM2c',122
b'AshDiHova',"b""RT @GeoRebekah: If any current #COVID patients want to speak out, the folks at @NewDay are looking for voices avoid Florida's surging cases\xe2\x80\xa6""",677
b'EnviroSmartGOP',b'https://t.co/SIlr0wR6qW Houston Police Chief busts #Antifa #covid spreading all because of DEMOCRAT PROTESTS !',3635
b'Princess_Lump',b'RT @FINALLEVEL: NOW dude puts on a Mask\xe2\x80\xa6 After  all his cult members are in the hospital\xe2\x80\xa6 smh   #Covid',196
b'chachyonfire',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 34\nSimon Zamudio was born in Phoenix, #Arizona. In the Army, he climb the ranks to sergeant &amp; was a new dad. He w\xe2\x80\xa6'",7227
b'HawkeyeUofIA',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 30\nAnother young man dies from #COVID after attending a \xe2\x80\x9cCOVID party"" in San Antonio, #Texas according to health\xe2\x80\xa6'",12752
b'AlexLongblade',b'DISASTER. On so many levels.\n#COVID #COVID__19 #Covid_19 #CoronaVirus #CoronavirusPandemic #CoronavirusOutbreak\xe2\x80\xa6 https://t.co/Vh4nyUsKte',365
b'v_vern',b'Plenty of opportunities to get this #COVID #ColllegeBackToSchool as right as possible. No such thing as zero risk -\xe2\x80\xa6 https://t.co/tidOLbhKho',744
b'qwosl',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",1410
b'HawkeyeUofIA',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 37\nRichard Rose, Iraq War Vet, is another tragic story of a young person refusing to believe science and wear a m\xe2\x80\xa6'",12752
b'FlowerInFaith',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",3560
b'RippinDT',"b""RT @jonrappoport: NYTimes: [Rapid] 'molecular' tests lead to epidemic that wasn't. From 2007. Killer revelation... #Covid\n\nhttps://t.co/1wI\xe2\x80\xa6""",10042
b'qwosl',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',1410
b'Tamas01617449',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',81
b'Pat_Riota1776',"b'Isn\xe2\x80\x99t it so interesting that all those \xe2\x80\x9cfamous\xe2\x80\x9d actors, actresses, athletes and politicians, even Fauci, claimed to\xe2\x80\xa6 https://t.co/6LfWPhCDEW'",19
b'Andrea_51544005',b'RT @RCdeWinter: And people are grateful for the measly #COVID financial assistance checks they doled out. Ou tax dollars are pissed away by\xe2\x80\xa6',1666
b'chazzbot',b'RT @ErinClouse: Update 7/11:  New #Covid chart - Cumulative &amp; forecasted cases to 8/25 (1st day of school in SLC) using the avg 7-day growt\xe2\x80\xa6',310
b'jberthume',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",2298
b'bellablue1060',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',2548
b'ActivistBowen2',"b'62653 new cases (REVISED total: 3.37 million): hashtags ONE &amp; FIVE (July 13, 2020; 9:28 HKT) #AMERICA #COVID2019 #COVID19 #COVID #USA'",3182
b'eleodavalos',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",497
b'jlhorg',b'RT @AlexBerenson: Don\xe2\x80\x99t think developed nations with a tradition of respecting individual rights will trash them for #Covid?\nI have two wor\xe2\x80\xa6',402
b'iamChristineKC',b'This is why everyone is scared to return to work...not just teachers. If you can work@from@home then there should b\xe2\x80\xa6 https://t.co/GWehZ9iZIR',55
b'KaBG_',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",118
b'scargregjim',"b'Talked to mami earlier and she did a big grocery run, cancelled her doctor and physical therapy appts  cause folks\xe2\x80\xa6 https://t.co/cw8bmL66KP'",169
b'Indian_beauty7',b'Stay Home and Exercise \nFit Yourself \n#COVID2019india \n#COVID \n#StayHomeStaySafe \n#exercise \n#StayHome #StaySafe\xe2\x80\xa6 https://t.co/DGYFa8skem',3559
b'fred_frugal',"b'RT @iowacitymassage: @american2084 \xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbc\n#Treason2 TGOP criminal obstruction of life-saving National Emergency #Covid Aid, resulting in: 133,0\xe2\x80\xa6'",2726
b'MoralesNorman',"b""RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale - Covid ain't no joke \nFreddie Garza died from #COVID in #Texas. Like many young people he thought he was\xe2\x80\xa6""",160
b'mymorningval',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",938
b'FaulknerMare',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",213
b'eraviteja',"b'RT @AsadmAijaz: Overcoming hostile terrain,#Covid 19 challenge &amp; limited working window,Team KPDCL have successfully Test charged 36Km of 3\xe2\x80\xa6'",106
b'AustinBowman25',"b""RT @DarlingDefiance: Even if #COVID was actually just a 1% death rate, 3 million people dead in the U. S. is terrifying. But it isn't just\xe2\x80\xa6""",276
b'toxotis71',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",166
b'trenchologist',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",325
b'CarolineLiquori',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',703
b'Demagogue_Donny',b'Hey #MAGA @gop #fail #fraud complicit so so so so so so so so bad for #America @mattgaetz is such a #Covid #kunt',11
b'Deelo53',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',2728
b'tksarasara',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",608
b'HMkhan1228',b'RT @ErinClouse: Update 7/11:  New #Covid chart - Cumulative &amp; forecasted cases to 8/25 (1st day of school in SLC) using the avg 7-day growt\xe2\x80\xa6',77
b'DJSmaca',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 34\nSimon Zamudio was born in Phoenix, #Arizona. In the Army, he climb the ranks to sergeant &amp; was a new dad. He w\xe2\x80\xa6'",208
b'ChrisWelch_JD',"b'RT @BlueRoomStream: The Illinois Department of Public Health reports 954 new COVID-19 cases and 20 deaths. New Totals: 153,916 cases and 7,\xe2\x80\xa6'",3298
b'SachinK14819364',b'RT @PawanHooda410: At this #Covid pendemic crisis #UGC should consider the situation of students and cancel Examination also take necessary\xe2\x80\xa6',25
b'chechels23',b'RT @jedipadmaster: Nuff said....\n\n *not my district or state.  #ReopeningSchools #COVID https://t.co/0fJI62m3On',190
b'Nymo',"b'RT @peterbuschTV: 15,300 new #COVID-19 cases in Florida. That is the most ever reported in a single day by any state...by nearly 4,000.'",3011
b'katsbreez',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',888
b'PaulWil16535288',"b'RT @StefSimanowitz: A company owned &amp; controlled by Dominic Cummings paid \xc2\xa3250,000 to Faculty, the AI firm that worked on Vote Leave, in 20\xe2\x80\xa6'",74
b'Maryloupru',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',163
b'MargaretBrown16',"b'RT @DavidHarrisAJC: When I wonder how long we\xe2\x80\x99ll be in #COVID lockdown, I think of my:\n\n-Wife, then 16, hiding for weeks in Libya in 1967,\xe2\x80\xa6'",118
b'SEDLAW15',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',6014
b'Karfrmthhrt',"b'RT @drscott_atlanta: This was the accepted view of #masks before #Covid\n\n#Fauci knows this too, just look what he said in the beginning\n \nA\xe2\x80\xa6'",459
b'DoorWay2Fandom',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",2336
b'Janice11nj',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',669
b'yasirqayyum123',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",120
b'RepChrisWelch',"b'RT @BlueRoomStream: The Illinois Department of Public Health reports 954 new COVID-19 cases and 20 deaths. New Totals: 153,916 cases and 7,\xe2\x80\xa6'",6246
b'Maryloupru',"b""RT @Cleavon_MD: He was found to have #COVID by the medical examiner. He likely had a PE due to COVID. However, if you're not admitted to th\xe2\x80\xa6""",163
b'caldev3',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 34\nSimon Zamudio was born in Phoenix, #Arizona. In the Army, he climb the ranks to sergeant &amp; was a new dad. He w\xe2\x80\xa6'",10476
b'UpdatesOil',b'RT @QContrarian: No surprise here\xf0\x9f\x91\x87Frac-Sand prod Hi-Crush $HCR files Chap 11 #bankruptcy\n\xf0\x9f\x8f\x9a devalued two of its WI mines by ~$215m... way be\xe2\x80\xa6',217
b'PromoterBoxing',b'The U.S. States Graded on Their Covid-19 Response\n\nThe #COVID -19 crisis has taken a huge toll on the global popula\xe2\x80\xa6 https://t.co/g4dhyFPFSl',3084
b'sunny_in_MN',b'RT @XianJaneway: Guys. \nGUYS. \n#ADHD treatment should be looked at as a matter of life and death. \nWhy do I say that? \nBecause a survey JUS\xe2\x80\xa6',745
b'outlaw0519',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',16
b'mikew6161',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',3464
b'PatMatuseski',b'Mn. UNITED FC just defeated KC!!!\n\nWAY TO  GO #LOONS!!! Now go directly to the hotel and do not get #COVID!!!',417
b'KalitaAtanu',"b'RT @himantabiswa: \xf0\x9f\x93\x8cAlert ~ 735 new #COVID ve+ cases in Assam, 400 in Guwahati alone.\n\nAwareness \xe2\x9e\xa1 Precautions \xe2\x9e\xa1 Care \xe2\x9e\xa1 Compassion ~ Key aga\xe2\x80\xa6'",112
b'Amansac37446488',b'RT @KariyaBharat17: #NoExamUGC\nIf the exam is taken in this #Covid situation then this picture can be seen in every house in India. And #UG\xe2\x80\xa6',4
b'Maryloupru',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",163
b'Nemisis1509',"b'RT @Kon__K: Back on April 6, the @ASRC1 was urging Morrison Gov to act urgently to avoid the risk of #COVID19 outbreak in immigration deten\xe2\x80\xa6'",373
b'DrMeganHoseyPhD',b'RT @HeidiEngel4: #ICUrehab Let\xe2\x80\x99s talk #COVID ARDS ventilated patients  Discussed this just today in our ICU- rather than load on the Versed\xe2\x80\xa6',2509
b'Titou4004',b'RT @Jhib41: @Covid- ICU nurse here. Never have I left a patient assignment with all pts alive and come back and they had all died during th\xe2\x80\xa6',1408
b'SkepticalMutant',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',345
b'TenajLezdnah',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",191
b'PersimmonRoad',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",563
b'rajnishjain8',"b'Dear News channel, \n\nKindly respect everyone equally who is suffering from #Covid \xf0\x9f\x98\x92 https://t.co/81PLvhDei2'",158
b'Maryloupru',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",163
b'partynxs',"b'RT @sallyKP: She literally said, \xe2\x80\x9cthe virus will find the person in the group who is *not* wearing a mask.\xe2\x80\x9d\xf0\x9f\x98\xb3\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\nThis is all so ridiculou\xe2\x80\xa6'",1845
b'thistrains',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",131
b'deepakvsakpal',"b'Claim no ......, Lost count now of the claims....Pfizer CEO Bourla Raises Expectations for #Covid_19 Vaccine | Time\xe2\x80\xa6 https://t.co/brWId4GRYR'",65
b'schokomint',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',126
b'LilyRoseWorth',"b'RT @StefSimanowitz: A company owned &amp; controlled by Dominic Cummings paid \xc2\xa3250,000 to Faculty, the AI firm that worked on Vote Leave, in 20\xe2\x80\xa6'",545
b'ccarman602',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',328
b'cfihelp',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',234
b'pssttickvoung',b'RT @rebekahhlt: This morning ABF issued a statement that it is a staffer @ #mantra that has #covid - they have not as yet answered other qu\xe2\x80\xa6',624
b'leejoned',b'The Tricky Math of Herd Immunity for Covid-19 | WIRED #COVID #HerdImmunity https://t.co/g19VWS5YiU',12697
b'EastSideStaff',b'This is new. But certainly not normal. #covid #ToBeANewYorkerInQuarantine https://t.co/DWY9cKSH59',7189
b'Monica_Wilcox',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",74819
b'whatsthetea20',b'The internet is undefeated\xf0\x9f\x98\xad but on a serious note nothing else needs to be opening back up like read the room\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xe2\x80\xa6 https://t.co/bCZQsQrEn1',246
b'mmbar42',"b""RT @Thogar: Tomorrow my wife &amp; I are going for a drive-through #COVID test. They've had free testing sites here for a while, but since we m\xe2\x80\xa6""",1127
b'akashroy128',"b'RT @MarineInsight: Sign-Off Gets Delayed, Electrical Officer Gets Engaged On Ship [Photos] https://t.co/oCM2HlzZQx\n\nLove Surely Finds Its W\xe2\x80\xa6'",21
b'FAMILYDOCTOR15',b'Education Secretary #Devos opening all schools no matter how bad #Covid cases are . What an ignorant person. #Devos\xe2\x80\xa6 https://t.co/NzjUdtXaDG',90758
b'publicroad',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",23337
b'MargeryCass',"b'RT @Kon__K: Back on April 6, the @ASRC1 was urging Morrison Gov to act urgently to avoid the risk of #COVID19 outbreak in immigration deten\xe2\x80\xa6'",1003
b'LionidusN',"b""Cruella Devos and Covid 45 don't give a fuck about your kids. #coronavirus #COVID19 #COVID #covidiots #TrumpKillsUS\xe2\x80\xa6 https://t.co/5Mg6xatRQw""",76
b'cxrrinne',b'RT @FINALLEVEL: NOW dude puts on a Mask\xe2\x80\xa6 After  all his cult members are in the hospital\xe2\x80\xa6 smh   #Covid',7
b'lavitaminguy',"b'RT @GregHilburn1: Louisiana reports more than 1,300 new #COVID cases Sunday; hospitalizations rise again on eve of #maskmandate #lagov #lal\xe2\x80\xa6'",21623
b'PresshubU',b'Covid 19  [skynews]  #Shango the gorilla gets  #COVID-19 test after developing fever https://t.co/VlTTqAeicX',1955
b'rjayejohnson',b'RT @NFIDvaccines: #Vaccinations Have Sharply Declined Nationwide during the #COVID-19 #Pandemic https://t.co/MLIaUafQn4 via @sciam #KeepUpT\xe2\x80\xa6',38
b'DaniGramFLA',"b""Watched #DeVos w/ Chris Wallace..she's INSANE.\n\nSo so so so so sick of this fucking shit. AR-15 KILLED 6 YEAR OLDS\xe2\x80\xa6 https://t.co/j7ATCqLaFa""",4489
b'minakshipuzari1',"b""RT @himantabiswa: Sad to share that Jorhat's Ashish Sahewal (36), with no history of comorbidities, presented with sudden onset breathing d\xe2\x80\xa6""",148
b'Mauchas1',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",483
b'Adultbevgirl07',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",77
b'muthu_Krishna03',b'RT @Vijayabaskarofl: Can\xe2\x80\x99t thank you enough! Your role in the first step towards saving lives from #Covid  is appreciated. #microbiologist\xe2\x80\xa6',131
b'terminallyelle',b'Soo uhh how is that all important haircut treating you? #youshouldhavelistened #COVID #DeSantisLiesFloridiansDie\xe2\x80\xa6 https://t.co/uDsIyIxEOi',118
b'christinemphmd',b'In @NYTimes today... Pittsburgh #COVID cases are on the rise. https://t.co/j3I7CqHDXP',1391
b'dave_m_',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",156
b'Cari50194890',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',325
b'iowacitymassage',"b'@NPR #ArrestThem already! Oaths! #Treason #Treason2 #covid Trump &amp; GOP officials are running the biggest, most corr\xe2\x80\xa6 https://t.co/n7vFNOk7Pk'",1559
b'RamJamRTR',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale!\n60 y.o. John McDaniel died from #COVID after calling it a ""political ploy"" \n\nHe called the #Ohio shutdow\xe2\x80\xa6'",2960
b'lglavich',"b""RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale - Covid ain't no joke \nFreddie Garza died from #COVID in #Texas. Like many young people he thought he was\xe2\x80\xa6""",71
b'amylcal',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",46
b'ATXsandman',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",927
b'KavithaKududhu1',b'RT @Paul_Oommen: #Telangana government is providing free Home Isolation Kits for #COVID-19 patients who are in home isolation. These kits c\xe2\x80\xa6',198
b'mariavictoriaqp',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",292
b'mary_arizona',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',7563
b'mountaineers64',b'is divisive &amp; discriminatory. Advocate for economic &amp; social change for our younger generations. #WeNotMe #covid #MonongaliaCounty fin/',223
b'andrewbamazing',b'. @MinneapolisPD please explain why 3 on duty officers are inside a Minneapolis gas station and not wearing masks i\xe2\x80\xa6 https://t.co/nD83wApycX',460
b'perez_casey',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",114
